RANK,Name,POS,ADP,BYE,NOTES,gFAN PTS,gYDS Passing,gTDS Pass,gREC Receiving,gYDS  Recieiving,gTDS Reciieving,gATT rushing,gDS rushing,gTDS rushing,yFAN PTS,yYDS Passing,yTDS Pass,yREC Receiving,yYDS  Recieiving,yTDS Reciieving,yATT rushing,yYDS rushing,yTDS rushing
303,Cameron Brate TB ,TE35,297.5,13,"Brate has plenty of talent, but has now become known more as second fiddle to O.J. Howard. Now, with Rob Gronkowski added, Brate is unlikely to be relevant even in tight end-premium leagues, particularly in Bruce Arians’ system. Absent a trade, forget about Brate on draft day.",3.4,0,0,2.3,19.4,0.3,0,0,0,55.1,0,0,36,311,4,0,0,0
304,Stephen Hauschka FA ,K22,279.3,,,6.7,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0
305,Devin Duvernay BAL ,WR100,290.1,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Jakobi Meyers NE ,WR101,291.3,6,,2.4,0,0,1.7,23.9,0,0,0,0,35.9,0,0,26,359,0,0,0,0
307,Chase McLaughlin IND ,K23,292.8,7,,8.3,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
308,Dustin Hopkins WAS ,K24,303.2,8,,6.8,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
309,Willie Snead BAL ,WR102,296.1,8,,4,0,0,1.9,21.2,0.3,0.1,0.1,0,64.1,0,0,31,339,5,2,2,0
310,Darren Fells HOU ,TE36,275,8,,4.8,0,0,2.1,21.3,0.4,0,0,0,76.1,0,0,34,341,7,0,0,0
311,David Moore SEA ,WR103,291.7,6,"Moore took a step back in 2019, catching just 17 passes and scoring two touchdowns. Now, he‘ll fall out of even three-receiver sets, with Phillip Dorsett on board. Even with an injury in front of him, it seems doubtful that Moore would be worth rostering, so ignore him on draft day and likely beyond.",2.8,0,0,1.1,20.1,0.1,0.2,1.7,0,42.6,0,0,17,301,2,3,25,0
312,Devonta Freeman FA ,RB88,269.3,,,9.9,0,0,4.2,29.3,0.3,13.1,46.9,0.1,138.6,0,0,59,410,4,184,656,2
313,Brett Maher FA ,K25,292.5,,,8.1,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
314,Justin Herbert LAC ,QB35,311.4,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Nelson Agholor LV ,WR104,296.5,6,"Agholor has never made the most of his opportunities, struggling with drops throughout his five-year career. Now with the Raiders, even if a fresh start would have done him some good, there‘s simply no room for him to find fantasy production. Even with Tyrell Williams out for the season, behind Henry Ruggs, and Hunter Renfrow, not to mention the presence of Bryan Edwards and Zay Jones, it‘s almost impossible to envision a scenario where fantasy managers are starting Agholor at any point.",5,0,0,3.5,33,0.3,0.2,0.6,0,55,0,0,39,363,3,2,7,0
316,Lamical Perine NYJ ,RB89,298.6,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Stephen Gostkowski TEN ,K26,249.7,7,,8.3,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
318,Reggie Bonnafon CAR ,RB90,301.9,13,,1.5,0,0,0.4,3.6,0,1,7.3,0.1,23.3,0,0,6,57,0,16,116,1
319,C.J. Uzomah CIN ,TE37,280.9,9,"The combination of Uzomah and Tyler Eifert totaled 103 targets last year, which isn‘t bad on the surface, but the tight ends amounted for just a 17.4 percent target share despite A.J. Green missing the entire season. It did seem like Uzomah took over as the starter as the year went on, catching 16-of-20 targets for 125 yards and two touchdowns over the final five games of the season. It surely helped that Sample was inactive from Week 11 forward. Knowing that Sample was a second-round pick under this coaching staff, they‘re likely going to look for reasons to get him on the field. Sample did grade out as a better blocker than Uzomah in both run and pass blocking, too. They‘re both going to get playing time, but they‘ll cancel each other out when it comes to upside. Unless one misses time, it‘ll be a situation to avoid.",2.3,0,0,1.7,15.1,0.1,0,0,0,36.2,0,0,27,242,2,0,0,0
320,Dare Ogunbowale FA ,RB91,293.2,,"Ogunbowale was released on September 4th. Although he looked like he might carve out a pass-catching role for the Bucs, the signing of Leonard Fournette and LeSean McCoy made the running back room too crowded. He‘ll likely latch on somewhere else but it probably won‘t come with fantasy value this year.",2.5,0,0,2.2,17.9,0,0.7,1.1,0.1,40.3,0,0,35,286,0,11,17,2
321,Arizona (ARI) ,DST28,301.5,8,,4.3,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0
322,Justin Rohrwasser NE ,K27,287.3,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Trey Burton IND ,TE38,290.1,7,,0.9,0,0,1.6,9.3,0,0,0,0,8.4,0,0,14,84,0,0,0,0
324,Jordan Akins HOU ,TE39,294.5,8,"Not many realize the Texans tight ends saw a very respectable 19.1 percent target share in 2019, and that was with DeAndre Hopkins on the roster. Knowing the defense is likely taking another step back, we could see increased pass attempts, and a higher target total available. The issue is that Fells and Akins shared the role, though not many realize it was Akins who led them with 55 targets, 36 receptions, and 418 yards. The only thing Fells beat him in was touchdowns, as his seven trumped Akins’ two. Based on what we saw out of Akins last year, we should expect the third-year player to take a step forward in 2020, and with a little touchdown luck, he might be an underrated fantasy option. You don‘t need to draft him in standard 1TE leagues, but you can consider him a streamer in good matchups if my projections hold true.",3.4,0,0,2.3,26.1,0.1,0,0,0,53.8,0,0,36,418,2,0,0,0
325,DeeJay Dallas SEA ,RB92,299.6,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Randy Bullock CIN ,K28,309.4,9,,7.3,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
327,Greg Ward PHI ,WR105,295.2,9,,4.6,0,0,4,36.3,0.1,0.1,0.7,0,31.9,0,0,28,254,1,1,5,0
328,Patrick Laird MIA ,RB93,313,11,,3,0,0,1.5,13.6,0,4.1,11.2,0.1,45.2,0,0,23,204,0,62,168,1
329,Dan Arnold ARI ,TE40,271.8,8,,4.1,0,0,1.3,21.2,0.3,0,0,0,24.7,0,0,8,127,2,0,0,0
330,Las Vegas (LV) ,DST29,306.1,6,,4.4,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
331,Aldrick Rosas FA ,K29,295.3,,,4.5,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
332,Ted Ginn CHI ,WR106,303.1,11,,3.5,0,0,1.9,26.3,0.1,0.2,1.1,0,55.9,0,0,30,421,2,3,18,0
333,DaeSean Hamilton DEN ,WR107,312,8,"He‘s buried with the acquisitions of Jerry Jeudy and KJ Hamler. I‘d argue that Hamilton had his chance to make a dent in the league last year, as he was the clear-cut No. 2 wide receiver behind Courtland Sutton but didn‘t really earn much with his role. He saw 52 targets but caught just 53 percent of them for 297 yards and one touchdown. The Broncos said no thanks to his 5.5 yards per target through the first two years of his career. He‘s has more talent than what we‘ve seen, but he‘s not an enticing option in fantasy football.",2.2,0,0,1.8,18.6,0.1,0,0,0,35.7,0,0,28,297,1,0,0,0
334,Olabisi Johnson MIN ,WR108,280.8,7,,3,0,0,1.9,18.4,0.2,0.1,0.4,0,48,0,0,31,294,3,1,6,0
335,Keke Coutee HOU ,WR109,312,8,,3.1,0,0,2.2,25.4,0,0.2,1.4,0.1,30.8,0,0,22,254,0,2,14,1
336,Eno Benjamin ARI ,RB94,306.4,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,T.J. Yeldon BUF ,RB95,322.6,11,,2.8,0,0,2.2,20.7,0,2.8,10.5,0,16.7,0,0,13,124,0,17,63,0
338,Jordan Wilkins IND ,RB96,318.5,7,,3.4,0,0,0.5,3.1,0,3.6,21.9,0.1,47,0,0,7,43,0,51,307,2
339,Bo Scarbrough DET ,RB97,321.1,5,,7,0,0,0.2,0.8,0,14.8,62.8,0.2,42.2,0,0,1,5,0,89,377,1
340,Qadree Ollison ATL ,RB98,321.4,10,,3.7,0,0,0.1,0.9,0,2.8,6.3,0.5,29.7,0,0,1,7,0,22,50,4
341,Wayne Gallman NYG ,RB99,325.6,11,,3.7,0,0,1.1,10.2,0.1,2.9,11,0.2,37.2,0,0,11,102,1,29,110,2
342,Devin Asiasi NE ,TE41,306.2,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Nick Boyle BAL ,TE42,303.6,8,,2.8,0,0,1.9,20.1,0.1,0,0,0,44.1,0,0,31,321,2,0,0,0
344,Jarrett Stidham NE ,QB36,320.6,6,"Unsurprisingly, Stidham lost the starting quarterback job to Cam Newton. He may still be the future in New England, but for 2020, he‘s purely a backup with little upside even if he eventually takes over should Newton be injured. Ignore him for redraft purposes.",-0.2,4.7,0,0,0,0,0.7,-0.7,0,-0.64,14,0,0,0,0,2,-2,0
345,Jacob Hollister SEA ,TE43,313.9,6,"Hollister made the most of his opportunity to get into the starting lineup last year, putting up a 41-349-3 line in 11 games. Unfortunately for Hollister, the Seahawks brought in Greg Olsen this offseason, and Will Dissly looks like he should be ready to contribute early in the season. That puts plenty of roadblocks between Hollister and fantasy-relevance, so he can be firmly ignored on draft day.",4.8,0,0,3.7,31.7,0.3,0,0,0,52.9,0,0,41,349,3,0,0,0
346,Logan Thomas WAS ,TE44,286.6,8,,1.5,0,0,1,10.8,0.1,0,0,0,23.3,0,0,16,173,1,0,0,0
347,Scott Miller TB ,WR110,305.9,13,,2.8,0,0,1.3,20,0.1,0.2,1.6,0,27.6,0,0,13,200,1,2,16,0
348,Cole Kmet CHI ,TE45,317.9,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Jason Witten LV ,TE46,313.5,6,,4.8,0,0,3.9,33.1,0.3,0,0,0,76.9,0,0,63,529,4,0,0,0
350,Miami (MIA) ,DST30,306.5,11,,2.8,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
351,Dante Pettis SF ,WR111,313.9,11,,2.1,0,0,1,9.9,0.2,0,0,0,23.54,0,0,11,109,2,0,0,0
352,Travis Homer SEA ,RB100,332.2,6,,1.1,0,0,0.7,3.5,0,1.1,7.1,0,17,0,0,11,56,0,18,114,0
353,Keelan Cole JAC ,WR112,324.8,7,,3.4,0,0,1.5,22.6,0.2,0.1,0.4,0,54.7,0,0,24,361,3,1,6,0
354,Taysom Hill NO ,QB37,322.3,6,,5.2,3.4,0,0,0,0,1.7,9.8,0.1,83.2,55,0,0,0,0,27,156,1
355,Ryan Succop TB ,K30,237.3,13,,3.9,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
356,Myles Gaskin MIA ,RB101,333.7,11,,3.5,0,0,1,7.3,0,5.1,19,0.1,24.4,0,0,7,51,0,36,133,1
357,Jameis Winston NO ,QB38,330.6,6,,21,319.3,2.1,0,0,0,3.7,15.6,0.1,335.36,5109,33,0,0,0,59,250,1
358,Josh Gordon SEA ,WR113,284.9,6,,4.3,0,0,2.5,38.7,0.1,0.1,0.1,0,47.7,0,0,27,426,1,1,1,0
359,Jakeem Grant MIA ,WR114,303.7,11,,2.7,0,0,1.9,16.4,0,0.4,0.5,0.1,26.9,0,0,19,164,0,4,5,1
360,Jason Sanders MIA ,K31,308.1,11,,7.2,0,0,0,0,0,0,0,0,115.1,0,0,0,0,0,0,0,0
361,Marcus Mariota LV ,QB39,328.4,6,,12.4,171.9,1,0,0,0,3.4,18.4,0,87.02,1203,7,0,0,0,24,129,0
362,Ryan Griffin NYJ ,TE47,331.2,11,,4.9,0,0,2.6,24.6,0.4,0,0,0,64,0,0,34,320,5,0,0,0
363,Cordarrelle Patterson CHI ,WR115,303.4,11,,1.5,0,0,0.7,5.2,0,1.1,6.4,0,24.6,0,0,11,83,0,17,103,0
364,Trent Taylor SF ,WR116,312.4,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,New York (NYG) ,DST31,310,11,,5.2,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
366,Sam Sloman LAR ,K32,285.3,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Antonio Brown FA ,WR117,289.7,,,12.1,0,0,4,56,1,1,5,0,12.1,0,0,4,56,1,1,5,0
368,Mike Davis CAR ,RB102,329.9,13,,0.4,0,0,0.6,2,0,1.2,2.5,0,4.9,0,0,7,22,0,13,27,0
369,Cincinnati (CIN) ,DST32,317.4,9,,3.8,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0
370,Corey Clement PHI ,RB103,327.2,9,,-1,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0
371,Tyler Bass BUF ,K33,287,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Ty Montgomery NO ,RB104,334.6,6,"Montgomery is an interesting one to keep your eye on. If there‘s someone who can semi-replicate the role that Alvin Kamara plays on the Saints, it‘s him. He‘s still a solid pass-catcher out of the backfield, which we know has value in the Saints passing game. If something should happen to Kamara, everyone would flock to Latavius Murray, and rightfully so. Still, Montgomery would have a role that could produce some fantasy points.",1.2,0,0,0.8,5.6,0,2,6.4,0,19.3,0,0,13,90,0,32,103,0
373,J.D. McKissic WAS ,RB105,297.2,8,,3.1,0,0,2.1,14.6,0.1,2.4,12.8,0,49.8,0,0,34,233,1,38,205,0
374,Justin Watson TB ,WR118,331.9,13,,1.7,0,0,0.9,9.9,0.1,0,0,0,27.9,0,0,15,159,2,0,0,0
375,James Robinson JAC ,RB106,277,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Greg Joseph FA ,K34,308.7,,,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
377,Eddy Pineiro CHI ,K35,318.1,11,,6.4,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0
378,Jeff Wilson SF ,RB107,318.1,11,,4,0,0,0.3,3.1,0.1,2.5,9.5,0.4,43.9,0,0,3,34,1,27,105,4
379,Graham Gano NYG ,K36,305.1,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,Tyler Johnson TB ,WR119,333.5,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,Adam Vinatieri FA ,K37,309.7,,,6.7,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
382,Tajae Sharpe MIN ,WR120,325.3,7,,3.8,0,0,1.7,21.9,0.3,0,0,0,56.9,0,0,25,329,4,0,0,0
383,Andy Dalton DAL ,QB40,336.3,10,,16.7,268.8,1.2,0,0,0,2.5,5.6,0.3,216.66,3494,16,0,0,0,32,73,4
384,Isaiah Ford MIA ,WR121,307.4,11,,2.8,0,0,2.6,27.1,0,0.1,1.2,0,25.5,0,0,23,244,0,1,11,0
385,Kalen Ballage MIA ,RB108,336.8,11,,3.1,0,0,1.2,5.3,0,6.2,11.3,0.3,37.8,0,0,14,63,0,74,135,3
386,Jake Kumerow GB ,WR122,319.7,5,,2,0,0,0.9,15.6,0.1,0,0,0,27.9,0,0,12,219,1,0,0,0
387,Jeremy Sprinkle WAS ,TE48,340.7,8,,1.9,0,0,1.6,15.1,0.1,0,0,0,30.1,0,0,26,241,1,0,0,0
388,Trayveon Williams CIN ,RB109,345.4,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Kai Forbath FA ,K38,306.2,,,10.6,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0
390,Quintez Cephus DET ,WR123,316.6,5,"The Lions tried to add depth this offseason, snagging Geronimo Allison in free agency, then snagging Cephus in the fifth round of the NFL Draft. We‘ve learned that Allison has opted out of the season, meaning Cephus may be one injury away from starting for the Lions. I‘ll be honest... Cephus was a top-10 wide receiver in this draft class and I was really curious where he‘d land. Knowing Marvin Jones has dealt with injuries over the last few years and that Danny Amendola will be 35 years old in a few months, there‘s a chance we see Cephus on the field sooner than expected. He‘s a name to pay attention to should there be an injury ahead of him on the depth chart.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Adam Trautman NO ,TE49,338.7,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Rashard Higgins CLE ,WR124,342.1,9,,1.1,0,0,0.4,5.5,0.1,0,0,0,11.5,0,0,4,55,1,0,0,0
393,Derrius Guice FA ,RB110,254.8,,,10.1,0,0,1.4,15.8,0.2,8.4,49,0.4,50.4,0,0,7,79,1,42,245,2
394,Ty Johnson DET ,RB111,327.6,5,,2.3,0,0,1.5,6.8,0,3.9,17.1,0,36.2,0,0,24,109,0,63,273,0
395,KeeSean Johnson ARI ,WR125,343,8,,2.5,0,0,2.1,18.7,0.1,0.1,0.3,0,25,0,0,21,187,1,1,3,0
